periode,geo,type_matiere,producteur,volume_tonnes
2020,Saskatchewan,Matières plastiques,Toutes les sources des matières récupérées,6674.0
2022,Saskatchewan,Matières plastiques,Toutes les sources des matières récupérées,6806.0
2018,Saskatchewan,Matières plastiques,Sources des matières résidentielles récupérées,9913.0
2020,Saskatchewan,Matières plastiques,Sources des matières résidentielles récupérées,6270.0
2022,Saskatchewan,Matières plastiques,Sources des matières résidentielles récupérées,6409.0
2018,Saskatchewan,Matières plastiques,Sources des matières non résidentielles récupérées,860.0
2020,Saskatchewan,Matières plastiques,Sources des matières non résidentielles récupérées,405.0
2022,Saskatchewan,Matières plastiques,Sources des matières non résidentielles récupérées,397.0
2018,Saskatchewan,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,1886.0
2020,Saskatchewan,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,
2022,Saskatchewan,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,
2018,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Textiles,Toutes les sources des matières récupérées,0.0
2020,Saskatchewan,Textiles,Toutes les sources des matières récupérées,0.0
2022,Saskatchewan,Textiles,Toutes les sources des matières récupérées,
2018,Saskatchewan,Textiles,Sources des matières résidentielles récupérées,0.0
2020,Saskatchewan,Textiles,Sources des matières résidentielles récupérées,0.0
2022,Saskatchewan,Textiles,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Textiles,Sources des matières non résidentielles récupérées,0.0
2020,Saskatchewan,Textiles,Sources des matières non résidentielles récupérées,0.0
2022,Saskatchewan,Textiles,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Pneus,Toutes les sources des matières récupérées,17057.0
2020,Saskatchewan,Pneus,Toutes les sources des matières récupérées,43290.0
2022,Saskatchewan,Pneus,Toutes les sources des matières récupérées,27092.0
2018,Saskatchewan,Pneus,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Pneus,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Pneus,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Pneus,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Pneus,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Pneus,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,3987.0
2020,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,
2022,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,
2018,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2020,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2022,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2018,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2020,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2022,Saskatchewan,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Toutes les matières organiques,Toutes les sources des matières récupérées,33058.0
2020,Saskatchewan,Toutes les matières organiques,Toutes les sources des matières récupérées,40551.0
2022,Saskatchewan,Toutes les matières organiques,Toutes les sources des matières récupérées,41730.0
2018,Saskatchewan,Toutes les matières organiques,Sources des matières résidentielles récupérées,24805.0
2020,Saskatchewan,Toutes les matières organiques,Sources des matières résidentielles récupérées,34771.0
2022,Saskatchewan,Toutes les matières organiques,Sources des matières résidentielles récupérées,32383.0
2018,Saskatchewan,Toutes les matières organiques,Sources des matières non résidentielles récupérées,8253.0
2020,Saskatchewan,Toutes les matières organiques,Sources des matières non résidentielles récupérées,5780.0
2022,Saskatchewan,Toutes les matières organiques,Sources des matières non résidentielles récupérées,9347.0
2018,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,
2020,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,
2022,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,7790.0
2018,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,15610.0
2020,Saskatchewan,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,17728.0
2022,Saskatchewan,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,18395.0
2018,Saskatchewan,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,15987.0
2022,Saskatchewan,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,1741.0
2022,Saskatchewan,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Autres matières organiques,Toutes les sources des matières récupérées,
2020,Saskatchewan,Autres matières organiques,Toutes les sources des matières récupérées,
2022,Saskatchewan,Autres matières organiques,Toutes les sources des matières récupérées,15545.0
2018,Saskatchewan,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Autres matières organiques,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Autres matières organiques,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Autres matières organiques,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Autres matières organiques,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Autres matières,Toutes les sources des matières récupérées,1349.0
2020,Saskatchewan,Autres matières,Toutes les sources des matières récupérées,
2022,Saskatchewan,Autres matières,Toutes les sources des matières récupérées,635.0
2018,Saskatchewan,Autres matières,Sources des matières résidentielles récupérées,838.0
2020,Saskatchewan,Autres matières,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Autres matières,Sources des matières résidentielles récupérées,582.0
2018,Saskatchewan,Autres matières,Sources des matières non résidentielles récupérées,511.0
2020,Saskatchewan,Autres matières,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Autres matières,Sources des matières non résidentielles récupérées,53.0
2018,Alberta,Toutes les matières,Toutes les sources des matières récupérées,930862.0
2020,Alberta,Toutes les matières,Toutes les sources des matières récupérées,948394.0
2022,Alberta,Toutes les matières,Toutes les sources des matières récupérées,969633.0
2018,Alberta,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Alberta,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Alberta,Toutes les matières,Sources des matières résidentielles récupérées,
